,Unnamed: 0,Texto del Tweet,Autor,Fecha del Tweet,Favoritos,Retweets,Texto limpiado,POS tagged,SWN analysis
263,263,"@MxnowaCapital is invests in Late Seed and Series A &amp; B venture capital financing rounds of high potential early stage disruptive technology companies. We are focused on backing consumer and enterprise technology companies. #internet #software  #hardware #fintech, #insurancetech https://t.co/gIrRb016js",rrp91274,Sat Jun 18 09:32:53 +0000 2022,0,2, invests Late Seed Series amp B venture capital financing rounds high potential early stage disruptive technology companies are focused backing consumer enterprise technology companies internet software hardware fintech insurancetech ,"[('invests', 'n'), ('Late', 'n'), ('Seed', 'n'), ('Series', 'n'), ('amp', 'n'), ('B', 'n'), ('venture', 'n'), ('capital', 'n'), ('financing', 'n'), ('rounds', 'n'), ('high', 'a'), ('potential', 'a'), ('early', 'a'), ('stage', 'n'), ('disruptive', 'a'), ('technology', 'n'), ('companies', 'n'), ('focused', 'a'), ('backing', 'v'), ('consumer', 'n'), ('enterprise', 'n'), ('technology', 'n'), ('companies', 'n'), ('internet', 'v'), ('software', 'n'), ('hardware', 'n'), ('fintech', 'n'), ('insurancetech', 'n')]",Negative
264,264,PCB Fabricate + Components sourcing + Assembly  #PCB  #PCBassembly #PCBA #hdiPCB #multilayerPCB #blindvia #RigidFlexPCB #Longtengpcba #telecommunications #iot #fpga #robotics #AI #embedded #hardware #module #electronics #robot #automation #wearable #microwave #Microelectronics https://t.co/euAFMj7TJG,embedded_guys,Sat Jun 18 09:31:38 +0000 2022,0,3,PCB Fabricate Components sourcing Assembly PCB PCBassembly PCBA hdiPCB multilayerPCB blindvia RigidFlexPCB Longtengpcba telecommunications iot fpga robotics AI embedded hardware module electronics robot automation wearable microwave Microelectronics ,"[('PCB', 'n'), ('Fabricate', 'n'), ('Components', 'n'), ('sourcing', 'v'), ('Assembly', 'r'), ('PCB', 'n'), ('PCBassembly', 'n'), ('PCBA', 'n'), ('hdiPCB', 'n'), ('multilayerPCB', 'n'), ('blindvia', 'n'), ('RigidFlexPCB', 'n'), ('Longtengpcba', 'n'), ('telecommunications', 'n'), ('iot', 'v'), ('fpga', 'a'), ('robotics', 'n'), ('AI', 'n'), ('embedded', 'v'), ('hardware', 'n'), ('module', 'n'), ('electronics', 'n'), ('robot', 'v'), ('automation', 'n'), ('wearable', 'a'), ('microwave', 'n'), ('Microelectronics', 'n')]",Positive
265,265,"Dollar price is dropping of #bitcoin, mainly due to people who invested a lot of #fiat and want to cash in with...worthless fiat... to go where?  So try to get your #bitcoin, even a small amount and #hodl it in a #hardware #ledger.  I prefer mass adaption above whales.  #satoshin",CryptoLionel,Sat Jun 18 09:29:19 +0000 2022,0,2,Dollar price dropping bitcoin mainly due people invested lot fiat want cash with worthless fiat go So try get bitcoin even small amount hodl in hardware ledger prefer mass adaption whales satoshin,"[('Dollar', 'a'), ('price', 'n'), ('dropping', 'v'), ('bitcoin', 'n'), ('mainly', 'r'), ('due', 'a'), ('people', 'n'), ('invested', 'v'), ('lot', 'a'), ('fiat', 'a'), ('want', 'v'), ('cash', 'n'), ('worthless', 'a'), ('fiat', 'n'), ('go', 'v'), ('try', 'r'), ('get', 'v'), ('bitcoin', 'v'), ('even', 'r'), ('small', 'a'), ('amount', 'n'), ('hodl', 'n'), ('hardware', 'n'), ('ledger', 'n'), ('prefer', 'v'), ('mass', 'n'), ('adaption', 'n'), ('whales', 'n'), ('satoshin', 'v')]",Positive
266,266,"CLOUD SECURE
#BUSINESS #CDN #INFORMATION #SALES #DDOS #CASB
#FIREWALL #ENDPOINT #ACCESS #SDWAN #WAN #SWG #FWaaS #ZTNA #DLP #API #PORTAL #technology #interconnection #internetexchange
#cloudinfrastructure #digitaltransformation #conversation #monolithic #hardware #VMS #os https://t.co/yBUul6sXdU",sectest9,Sat Jun 18 09:26:08 +0000 2022,0,2,CLOUD SECURE BUSINESS CDN INFORMATION SALES DDOS CASB FIREWALL ENDPOINT ACCESS SDWAN WAN SWG FWaaS ZTNA DLP API PORTAL technology interconnection internetexchange cloudinfrastructure digitaltransformation conversation monolithic hardware VMS os ,"[('CLOUD', 'n'), ('SECURE', 'n'), ('BUSINESS', 'n'), ('CDN', 'n'), ('INFORMATION', 'n'), ('SALES', 'n'), ('DDOS', 'n'), ('CASB', 'n'), ('FIREWALL', 'n'), ('ENDPOINT', 'n'), ('ACCESS', 'n'), ('SDWAN', 'n'), ('WAN', 'n'), ('SWG', 'n'), ('FWaaS', 'n'), ('ZTNA', 'n'), ('DLP', 'n'), ('API', 'n'), ('PORTAL', 'n'), ('technology', 'n'), ('interconnection', 'n'), ('internetexchange', 'n'), ('cloudinfrastructure', 'n'), ('digitaltransformation', 'n'), ('conversation', 'n'), ('monolithic', 'a'), ('hardware', 'n'), ('VMS', 'n'), ('os', 'n')]",Neutral
267,267,"CLOUD SECURE
#BUSINESS #CDN #INFORMATION #SALES #DDOS #CASB
#FIREWALL #ENDPOINT #ACCESS #SDWAN #WAN #SWG #FWaaS #ZTNA #DLP #API #PORTAL #technology #interconnection #internetexchange
#cloudinfrastructure #digitaltransformation #conversation #monolithic #hardware #VMS #os https://t.co/yBUul6sXdU",CyberSecurityN8,Sat Jun 18 09:26:02 +0000 2022,0,2,CLOUD SECURE BUSINESS CDN INFORMATION SALES DDOS CASB FIREWALL ENDPOINT ACCESS SDWAN WAN SWG FWaaS ZTNA DLP API PORTAL technology interconnection internetexchange cloudinfrastructure digitaltransformation conversation monolithic hardware VMS os ,"[('CLOUD', 'n'), ('SECURE', 'n'), ('BUSINESS', 'n'), ('CDN', 'n'), ('INFORMATION', 'n'), ('SALES', 'n'), ('DDOS', 'n'), ('CASB', 'n'), ('FIREWALL', 'n'), ('ENDPOINT', 'n'), ('ACCESS', 'n'), ('SDWAN', 'n'), ('WAN', 'n'), ('SWG', 'n'), ('FWaaS', 'n'), ('ZTNA', 'n'), ('DLP', 'n'), ('API', 'n'), ('PORTAL', 'n'), ('technology', 'n'), ('interconnection', 'n'), ('internetexchange', 'n'), ('cloudinfrastructure', 'n'), ('digitaltransformation', 'n'), ('conversation', 'n'), ('monolithic', 'a'), ('hardware', 'n'), ('VMS', 'n'), ('os', 'n')]",Neutral
268,268,PCB Fabricate + Components sourcing + Assembly  #PCB  #PCBassembly #PCBA #hdiPCB #multilayerPCB #blindvia #RigidFlexPCB #Longtengpcba #telecommunications #iot #fpga #robotics #AI #embedded #hardware #module #electronics #robot #automation #wearable #microwave #Microelectronics https://t.co/euAFMj7TJG,RobotConsumer,Sat Jun 18 09:00:02 +0000 2022,0,3,PCB Fabricate Components sourcing Assembly PCB PCBassembly PCBA hdiPCB multilayerPCB blindvia RigidFlexPCB Longtengpcba telecommunications iot fpga robotics AI embedded hardware module electronics robot automation wearable microwave Microelectronics ,"[('PCB', 'n'), ('Fabricate', 'n'), ('Components', 'n'), ('sourcing', 'v'), ('Assembly', 'r'), ('PCB', 'n'), ('PCBassembly', 'n'), ('PCBA', 'n'), ('hdiPCB', 'n'), ('multilayerPCB', 'n'), ('blindvia', 'n'), ('RigidFlexPCB', 'n'), ('Longtengpcba', 'n'), ('telecommunications', 'n'), ('iot', 'v'), ('fpga', 'a'), ('robotics', 'n'), ('AI', 'n'), ('embedded', 'v'), ('hardware', 'n'), ('module', 'n'), ('electronics', 'n'), ('robot', 'v'), ('automation', 'n'), ('wearable', 'a'), ('microwave', 'n'), ('Microelectronics', 'n')]",Positive
269,269,"OPPORTUNITA'! E4 COMPUTER ENGINEERING SPA ASSUME: High-Performance Computing (HPC) Hardware Engineer (Bologna)
#jobs #hiring #recruiting #Bologna #HPC #Tecnopolo#Linux #Unix #Hardware #CNR #E4 #Cluster 
https://t.co/llykFwyGOA https://t.co/MMtODCRfB2",HiringCare,Sat Jun 18 08:58:06 +0000 2022,0,1,OPPORTUNITA E COMPUTER ENGINEERING SPA ASSUME High Performance Computing HPC Hardware Engineer Bologna jobs hiring recruiting Bologna HPC TecnopoloLinux Unix Hardware CNR E Cluster ,"[('OPPORTUNITA', 'n'), ('E', 'n'), ('COMPUTER', 'n'), ('ENGINEERING', 'n'), ('SPA', 'n'), ('ASSUME', 'n'), ('High', 'n'), ('Performance', 'n'), ('Computing', 'n'), ('HPC', 'n'), ('Hardware', 'n'), ('Engineer', 'n'), ('Bologna', 'n'), ('jobs', 'n'), ('hiring', 'v'), ('recruiting', 'v'), ('Bologna', 'n'), ('HPC', 'n'), ('TecnopoloLinux', 'n'), ('Unix', 'n'), ('Hardware', 'n'), ('CNR', 'n'), ('E', 'n'), ('Cluster', 'n')]",Positive
270,270,PCB Fabricate + Components sourcing + Assembly  #PCB  #PCBassembly #PCBA #hdiPCB #multilayerPCB #blindvia #RigidFlexPCB #Longtengpcba #telecommunications #iot #fpga #robotics #AI #embedded #hardware #module #electronics #robot #automation #wearable #microwave #Microelectronics https://t.co/euAFMj7TJG,askN0B0DY,Sat Jun 18 08:51:39 +0000 2022,0,3,PCB Fabricate Components sourcing Assembly PCB PCBassembly PCBA hdiPCB multilayerPCB blindvia RigidFlexPCB Longtengpcba telecommunications iot fpga robotics AI embedded hardware module electronics robot automation wearable microwave Microelectronics ,"[('PCB', 'n'), ('Fabricate', 'n'), ('Components', 'n'), ('sourcing', 'v'), ('Assembly', 'r'), ('PCB', 'n'), ('PCBassembly', 'n'), ('PCBA', 'n'), ('hdiPCB', 'n'), ('multilayerPCB', 'n'), ('blindvia', 'n'), ('RigidFlexPCB', 'n'), ('Longtengpcba', 'n'), ('telecommunications', 'n'), ('iot', 'v'), ('fpga', 'a'), ('robotics', 'n'), ('AI', 'n'), ('embedded', 'v'), ('hardware', 'n'), ('module', 'n'), ('electronics', 'n'), ('robot', 'v'), ('automation', 'n'), ('wearable', 'a'), ('microwave', 'n'), ('Microelectronics', 'n')]",Positive
271,271,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",AbishekRufus,Sat Jun 18 07:50:27 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
272,272,"#Hardware #AbacusBasic Pentaform launches AbacusBasic, the ‘world’s most affordable PC’ https://t.co/OvmWXQHw6X",ahmed_serougi,Sat Jun 18 07:27:33 +0000 2022,0,1,Hardware AbacusBasic Pentaform launches AbacusBasic world most affordable PC ,"[('Hardware', 'n'), ('AbacusBasic', 'n'), ('Pentaform', 'n'), ('launches', 'v'), ('AbacusBasic', 'n'), ('world', 'n'), ('affordable', 'a'), ('PC', 'n')]",Neutral
273,273,"#cybersecurity, or #information_technology security is the protection of computer systems and networks from information disclosure, theft of, or damage to their #hardware, #software, or #electronic_data, as well as from the disruption or misdirection of the services they provide. https://t.co/s4igeQZylp",SecdevB,Sat Jun 18 07:27:04 +0000 2022,0,1,cybersecurity information technology security protection computer systems networks information disclosure theft damage their hardware software electronic data well from the disruption or misdirection the services provide ,"[('cybersecurity', 'n'), ('information', 'n'), ('technology', 'n'), ('security', 'n'), ('protection', 'n'), ('computer', 'n'), ('systems', 'n'), ('networks', 'a'), ('information', 'n'), ('disclosure', 'n'), ('theft', 'n'), ('damage', 'v'), ('hardware', 'n'), ('software', 'n'), ('electronic', 'a'), ('data', 'n'), ('well', 'r'), ('disruption', 'n'), ('misdirection', 'n'), ('services', 'n'), ('provide', 'v')]",Negative
274,274,"Some benefits of #virtualization in #cloudcomputing include resource efficiency, robust security, and effortless data transfer. Check out how else these skills can help you and your company! 
#AscendWithUs #ITjobs #software #hardware 
https://t.co/IhKFjddOWL",IotMore,Sat Jun 18 07:11:48 +0000 2022,0,2,benefits virtualization cloudcomputing include resource efficiency robust security effortless data transfer Check how else skills help and company AscendWithUs ITjobs software hardware ,"[('benefits', 'n'), ('virtualization', 'n'), ('cloudcomputing', 'v'), ('include', 'v'), ('resource', 'a'), ('efficiency', 'n'), ('robust', 'a'), ('security', 'n'), ('effortless', 'n'), ('data', 'n'), ('transfer', 'n'), ('Check', 'n'), ('else', 'r'), ('skills', 'v'), ('help', 'n'), ('company', 'n'), ('AscendWithUs', 'n'), ('ITjobs', 'n'), ('software', 'n'), ('hardware', 'n')]",Positive
275,275,"Pentaform launches AbacusBasic, the ‘world’s most affordable PC’ https://t.co/LwZZ2PTpfc #Hardware #AbacusBasic #computers #Pentaform",computercom4,Sat Jun 18 07:11:38 +0000 2022,0,2,Pentaform launches AbacusBasic world most affordable PC Hardware AbacusBasic computers Pentaform,"[('Pentaform', 'n'), ('launches', 'n'), ('AbacusBasic', 'n'), ('world', 'n'), ('affordable', 'a'), ('PC', 'n'), ('Hardware', 'n'), ('AbacusBasic', 'n'), ('computers', 'n'), ('Pentaform', 'n')]",Neutral
276,276,"Pentaform launches AbacusBasic, the ‘world’s most affordable PC’ https://t.co/CHRDxQ6Xr5 #Hardware #AbacusBasic #computers https://t.co/bLjd1NOLsR",computercom4,Sat Jun 18 07:11:36 +0000 2022,0,1,Pentaform launches AbacusBasic world most affordable PC Hardware AbacusBasic computers ,"[('Pentaform', 'n'), ('launches', 'n'), ('AbacusBasic', 'n'), ('world', 'n'), ('affordable', 'a'), ('PC', 'n'), ('Hardware', 'n'), ('AbacusBasic', 'n'), ('computers', 'n')]",Neutral
277,277,"Pentaform launches AbacusBasic, the ‘world’s most affordable PC’ https://t.co/okmJIyHROn #Hardware #AbacusBasic #computers https://t.co/YoBywQNjWD",computercom4,Sat Jun 18 07:11:36 +0000 2022,0,1,Pentaform launches AbacusBasic world most affordable PC Hardware AbacusBasic computers ,"[('Pentaform', 'n'), ('launches', 'n'), ('AbacusBasic', 'n'), ('world', 'n'), ('affordable', 'a'), ('PC', 'n'), ('Hardware', 'n'), ('AbacusBasic', 'n'), ('computers', 'n')]",Neutral
278,278,"Pentaform launches AbacusBasic, the ‘world’s most affordable PC’ https://t.co/LwZZ2PTpfc #Hardware #AbacusBasic #computers #Pentaform",therealzeemy,Sat Jun 18 07:10:13 +0000 2022,0,2,Pentaform launches AbacusBasic world most affordable PC Hardware AbacusBasic computers Pentaform,"[('Pentaform', 'n'), ('launches', 'n'), ('AbacusBasic', 'n'), ('world', 'n'), ('affordable', 'a'), ('PC', 'n'), ('Hardware', 'n'), ('AbacusBasic', 'n'), ('computers', 'n'), ('Pentaform', 'n')]",Neutral
279,279,PS5's Rumoured Pro Controller Could Have a Sturdy Solution to Stick Drift https://t.co/v3PVKVFNW8 #Repost #Sony #PS5 #Hardware https://t.co/22qhmEqs3D,JigsawKillerYT,Sat Jun 18 06:20:36 +0000 2022,0,3,PS Rumoured Pro Controller Could a Sturdy Solution Stick Drift Repost Sony PS Hardware ,"[('PS', 'n'), ('Rumoured', 'n'), ('Pro', 'n'), ('Controller', 'n'), ('Could', 'n'), ('Sturdy', 'n'), ('Solution', 'n'), ('Stick', 'n'), ('Drift', 'n'), ('Repost', 'n'), ('Sony', 'n'), ('PS', 'n'), ('Hardware', 'n')]",Neutral
280,280,"How to online image compressor https://t.co/3ZaL3h11JQ via @YouTube 
 #computerrepair #samsung #asus #cybersecurity #android #pcgamer #linux #iphone #work #electronics #gamingsetup #smartphone #hp #hacking #intel #hardware #engineering #computerengineering #komputer #hacker",CSSalesMan,Sat Jun 18 05:24:07 +0000 2022,0,2,to online image compressor via computerrepair samsung asus cybersecurity android pcgamer linux iphone work electronics gamingsetup smartphone hp hacking intel hardware engineering computerengineering komputer hacker,"[('online', 'v'), ('image', 'n'), ('compressor', 'n'), ('via', None), ('computerrepair', 'n'), ('samsung', 'n'), ('asus', 'n'), ('cybersecurity', 'n'), ('android', 'v'), ('pcgamer', 'n'), ('linux', 'n'), ('iphone', 'n'), ('work', 'n'), ('electronics', 'n'), ('gamingsetup', 'v'), ('smartphone', 'n'), ('hp', 'n'), ('hacking', 'v'), ('intel', 'n'), ('hardware', 'n'), ('engineering', 'n'), ('computerengineering', 'v'), ('komputer', 'n'), ('hacker', 'n')]",Negative
281,281,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",chochule,Sat Jun 18 05:23:28 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
282,282,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",Tortal9,Sat Jun 18 05:22:41 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
283,283,"How to online image compressor https://t.co/3ZaL3h11JQ via @YouTube 
 #computerrepair #samsung #asus #cybersecurity #android #pcgamer #linux #iphone #work #electronics #gamingsetup #smartphone #hp #hacking #intel #hardware #engineering #computerengineering #komputer #hacker",rum4is,Sat Jun 18 05:22:25 +0000 2022,0,2,to online image compressor via computerrepair samsung asus cybersecurity android pcgamer linux iphone work electronics gamingsetup smartphone hp hacking intel hardware engineering computerengineering komputer hacker,"[('online', 'v'), ('image', 'n'), ('compressor', 'n'), ('via', None), ('computerrepair', 'n'), ('samsung', 'n'), ('asus', 'n'), ('cybersecurity', 'n'), ('android', 'v'), ('pcgamer', 'n'), ('linux', 'n'), ('iphone', 'n'), ('work', 'n'), ('electronics', 'n'), ('gamingsetup', 'v'), ('smartphone', 'n'), ('hp', 'n'), ('hacking', 'v'), ('intel', 'n'), ('hardware', 'n'), ('engineering', 'n'), ('computerengineering', 'v'), ('komputer', 'n'), ('hacker', 'n')]",Negative
284,284,5 Taiwanese Stocks Into Laptops https://t.co/PXt1jpGUpX #Taiwan #Technology #Stocks #Investing #Laptop #OEM #Manufacturing #Hardware #Gamer #Digital #Streaming #Dell #HP #Apple #IoT #BigData #Stockmarket #Dividends https://t.co/jIoYv1apqG,5stocksinto,Sat Jun 18 03:52:36 +0000 2022,0,18, Taiwanese Stocks Laptops Taiwan Technology Stocks Investing Laptop OEM Manufacturing Hardware Gamer Digital Streaming Dell HP Apple IoT BigData Stockmarket Dividends ,"[('Taiwanese', 'a'), ('Stocks', 'n'), ('Laptops', 'n'), ('Taiwan', 'n'), ('Technology', 'n'), ('Stocks', 'n'), ('Investing', 'n'), ('Laptop', 'n'), ('OEM', 'n'), ('Manufacturing', 'n'), ('Hardware', 'n'), ('Gamer', 'n'), ('Digital', 'n'), ('Streaming', 'n'), ('Dell', 'n'), ('HP', 'n'), ('Apple', 'n'), ('IoT', 'n'), ('BigData', 'n'), ('Stockmarket', 'n'), ('Dividends', 'n')]",Neutral
285,285,"Our Project Lab samples repo keeps growing with more projects, showing how quickly you can prototype things with no breadboarding required. https://t.co/s1h0MnRMJ9 #meadowiot #dotnet #csharp #hardware #iot #connectedthings #visualstudio #vscode https://t.co/U4SWEfhhFf",gertsmith,Sat Jun 18 03:49:01 +0000 2022,0,3,Project Lab samples repo keeps growing more projects showing quickly can prototype things no breadboarding required meadowiot dotnet csharp hardware iot connectedthings visualstudio vscode ,"[('Project', 'n'), ('Lab', 'n'), ('samples', 'v'), ('repo', 'a'), ('keeps', 'n'), ('growing', 'v'), ('projects', 'n'), ('showing', 'v'), ('quickly', 'r'), ('prototype', 'v'), ('things', 'n'), ('breadboarding', 'n'), ('required', 'v'), ('meadowiot', 'a'), ('dotnet', 'n'), ('csharp', 'n'), ('hardware', 'n'), ('iot', 'a'), ('connectedthings', 'n'), ('visualstudio', 'n'), ('vscode', 'n')]",Neutral
286,286,"Generating true random numbers from bananas
https://t.co/X3KoKt37fY #cryptography #hardware
https://t.co/0I5bxvIHBc",take_gattcha,Sat Jun 18 03:29:45 +0000 2022,0,1,Generating true random numbers bananas cryptography hardware ,"[('Generating', 'v'), ('true', 'a'), ('random', 'a'), ('numbers', 'n'), ('bananas', 'v'), ('cryptography', 'n'), ('hardware', 'n')]",Negative
287,287,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",theseigeoftrees,Sat Jun 18 02:44:20 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
288,288,5 Taiwanese Stocks Into Motherboards https://t.co/Wos9FJWx0D  #Taiwan #Technology #Stocks #Investment #Motherboards #PCB #IC #CPU #Hardware #Laptops #Gaming #PC #OEM #Smartphone #Stockmarket #Trading  #Dividends #BigData #IoT https://t.co/03y2PeRcjv,5stocksinto,Sat Jun 18 02:27:15 +0000 2022,0,28, Taiwanese Stocks Motherboards Taiwan Technology Stocks Investment Motherboards PCB IC CPU Hardware Laptops Gaming PC OEM Smartphone Stockmarket Trading Dividends BigData IoT ,"[('Taiwanese', 'a'), ('Stocks', 'n'), ('Motherboards', 'n'), ('Taiwan', 'n'), ('Technology', 'n'), ('Stocks', 'n'), ('Investment', 'n'), ('Motherboards', 'n'), ('PCB', 'n'), ('IC', 'n'), ('CPU', 'n'), ('Hardware', 'n'), ('Laptops', 'n'), ('Gaming', 'n'), ('PC', 'n'), ('OEM', 'n'), ('Smartphone', 'n'), ('Stockmarket', 'n'), ('Trading', 'n'), ('Dividends', 'n'), ('BigData', 'n'), ('IoT', 'n')]",Neutral
289,289,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",Ezra__O,Sat Jun 18 02:26:04 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
290,290,"As cryptocurrency tumbles, prices for new and used GPUs continue to fall: https://t.co/eKqySz3skl #linux #linuxgaming #hardware #gaming #gpu",JCog88,Sat Jun 18 02:10:45 +0000 2022,0,2,cryptocurrency tumbles prices new used GPUs continue fall linux linuxgaming hardware gaming gpu,"[('cryptocurrency', 'n'), ('tumbles', 'n'), ('prices', 'n'), ('new', 'a'), ('used', 'v'), ('GPUs', 'n'), ('continue', 'v'), ('fall', 'n'), ('linux', 'n'), ('linuxgaming', 'v'), ('hardware', 'n'), ('gaming', 'v'), ('gpu', 'n')]",Positive
291,291,"As cryptocurrency tumbles, prices for new and used GPUs continue to fall: https://t.co/eKqySz3skl #linux #linuxgaming #hardware #gaming #gpu",RockstarGamesUp,Sat Jun 18 02:07:01 +0000 2022,0,2,cryptocurrency tumbles prices new used GPUs continue fall linux linuxgaming hardware gaming gpu,"[('cryptocurrency', 'n'), ('tumbles', 'n'), ('prices', 'n'), ('new', 'a'), ('used', 'v'), ('GPUs', 'n'), ('continue', 'v'), ('fall', 'n'), ('linux', 'n'), ('linuxgaming', 'v'), ('hardware', 'n'), ('gaming', 'v'), ('gpu', 'n')]",Positive
292,292,#wfh 💻 as Software Engineer #customer #data #design #docker #engineering #front-end #go #hardware #infrastructure #kubernetes #other #platform #postgresql #privacy #react #storage #ui #customer-support https://t.co/L0MtVMsJya,education_24x7,Sat Jun 18 01:41:22 +0000 2022,0,1,wfh Software Engineer customer data design docker engineering front end go hardware infrastructure kubernetes platform postgresql privacy react storage ui customer support ,"[('wfh', 'n'), ('Software', 'n'), ('Engineer', 'n'), ('customer', 'n'), ('data', 'n'), ('design', 'n'), ('docker', 'n'), ('engineering', 'n'), ('front', 'a'), ('end', 'n'), ('go', 'v'), ('hardware', 'a'), ('infrastructure', 'n'), ('kubernetes', 'v'), ('platform', 'a'), ('postgresql', 'n'), ('privacy', 'n'), ('react', 'a'), ('storage', 'n'), ('ui', 'a'), ('customer', 'n'), ('support', 'n')]",Positive
293,293,5 Korean Stocks Into RF Antennas https://t.co/FlghARkjy1  #Korean #Technology #Stocks #Investment #Telecoms #Hardware #RF #Antennas #Components #Basestations #Smartphone #Digital #OEM #Manufacturing #Wireless #Communications #Stockmarket #Dividends #IoT #BigData https://t.co/RDOpTBrOhJ,5stocksinto,Sat Jun 18 01:21:46 +0000 2022,0,12, Korean Stocks RF Antennas Korean Technology Stocks Investment Telecoms Hardware RF Antennas Components Basestations Smartphone Digital OEM Manufacturing Wireless Communications Stockmarket Dividends IoT BigData ,"[('Korean', 'a'), ('Stocks', 'n'), ('RF', 'n'), ('Antennas', 'n'), ('Korean', 'n'), ('Technology', 'n'), ('Stocks', 'n'), ('Investment', 'n'), ('Telecoms', 'n'), ('Hardware', 'n'), ('RF', 'n'), ('Antennas', 'n'), ('Components', 'n'), ('Basestations', 'n'), ('Smartphone', 'n'), ('Digital', 'n'), ('OEM', 'n'), ('Manufacturing', 'n'), ('Wireless', 'n'), ('Communications', 'n'), ('Stockmarket', 'n'), ('Dividends', 'n'), ('IoT', 'n'), ('BigData', 'n')]",Positive
